antiguedad_meses,monto_mensual,soporte_tecnico_clicks,tipo_contrato,metodo_pago,gasto_por_mes,indice_insatisfaccion,score_fidelidad,churn,antiguedad_meses_norm,monto_mensual_norm,soporte_tecnico_clicks_norm
20,95.25,25.0,Mensual,Pago Manual,4.5357,64.5,1.1,0,0.1597,0.1566,0.5
14,88.27,39.0,Bianual,Pago Manual,5.8847,39.0,-1.9,1,0.1092,0.1421,0.78
17,39.79,27.0,Bianual,Débito Automático,2.2106,27.0,3.8,1,0.1345,0.041,0.54
39,448.73,20.0,Bianual,Débito Automático,11.2183,20.0,21.3,1,0.3193,0.8933,0.4
38,242.76,25.0,Bianual,Pago Manual,6.2246,49.0,11.9,1,0.3109,0.464,0.5
66,31.52,10.0,Bianual,Débito Automático,0.4704,10.0,43.2,0,0.5462,0.0238,0.2
102,174.84,2.0,Mensual,Débito Automático,1.6975,3.0,70.8,0,0.8487,0.3225,0.04
19,373.45,6.0,Mensual,Pago Manual,18.6725,6.0,11.5,0,0.1513,0.7364,0.12
102,423.07,13.0,Bianual,Tarjeta de Crédito,4.1075,13.0,67.5,0,0.8487,0.8398,0.26
50,227.28,20.0,Mensual,Débito Automático,4.4565,30.0,29.0,0,0.4118,0.4318,0.4
120,245.05,25.0,Mensual,Tarjeta de Crédito,2.0252,39.0,76.2,1,1.0,0.4688,0.5
23,217.06,1.0,Anual,Pago Manual,9.0442,1.0,15.8,1,0.1849,0.4105,0.02
109,259.28,21.0,Mensual,Pago Manual,3.9678,31.5,70.0,1,0.9076,0.4984,0.42
15,108.98,46.0,Mensual,Pago Manual,6.8112,69.0,-3.3,1,0.1176,0.1852,0.92
100,409.59,19.0,Anual,Débito Automático,4.0553,19.0,64.3,0,0.8319,0.8117,0.38
91,60.88,23.0,Bianual,Débito Automático,0.6617,23.0,56.8,0,0.7563,0.085,0.46
40,476.32,25.0,Mensual,Pago Manual,11.6176,66.0,14.8,1,0.3277,0.9508,0.5
17,461.66,31.0,Mensual,Débito Automático,25.6478,46.5,2.6,0,0.1345,0.9202,0.62
93,397.18,19.0,Bianual,Tarjeta de Crédito,4.2253,19.0,59.4,0,0.7731,0.7858,0.38
52,380.63,25.0,Mensual,Tarjeta de Crédito,7.1817,37.5,28.9,0,0.4286,0.7513,0.5
86,251.52,49.0,Mensual,Débito Automático,2.891,73.5,45.5,0,0.7143,0.4823,0.98
58,433.4,2.0,Mensual,Pago Manual,7.3458,3.0,40.0,0,0.479,0.8613,0.04
30,418.11,29.0,Mensual,Débito Automático,13.4874,43.5,12.3,1,0.2437,0.8294,0.58
80,259.28,16.0,Mensual,Pago Manual,0.384,24.0,51.2,0,0.6639,0.4984,0.32
95,171.03,42.0,Anual,Tarjeta de Crédito,1.7816,42.0,53.9,0,0.7899,0.3145,0.84
58,259.28,47.0,Anual,Débito Automático,1.9186,47.0,26.5,1,0.479,0.4984,0.94
30,287.48,37.0,Bianual,Tarjeta de Crédito,9.2735,37.0,9.9,0,0.2437,0.5572,0.74
39,120.95,23.0,Mensual,Débito Automático,3.0238,34.5,20.4,1,0.3193,0.2102,0.46
76,201.66,14.0,Anual,Débito Automático,2.619,14.0,49.0,0,0.6303,0.3784,0.28
118,52.25,10.0,Mensual,Tarjeta de Crédito,0.4391,15.0,79.6,0,0.9832,0.067,0.2
78,353.14,25.0,Anual,Tarjeta de Crédito,4.4701,25.0,47.1,0,0.6471,0.6941,0.5
8,154.17,30.0,Bianual,Tarjeta de Crédito,17.13,30.0,-3.4,0,0.0588,0.2794,0.6
12,87.03,39.0,Mensual,Tarjeta de Crédito,6.6946,58.5,-3.3,0,0.0924,0.1395,0.78
1,252.0,21.0,Anual,Tarjeta de Crédito,126.0,21.0,-5.6,1,0.0,0.4833,0.42
35,223.44,29.0,Anual,Tarjeta de Crédito,6.2067,29.0,15.8,0,0.2857,0.4238,0.58
91,146.44,28.0,Anual,Tarjeta de Crédito,1.5917,28.0,55.3,1,0.7563,0.2633,0.56
2,136.82,34.0,Mensual,Débito Automático,45.6067,51.0,-8.8,0,0.0084,0.2432,0.68
99,21.81,42.0,Anual,Débito Automático,0.2181,42.0,56.7,0,0.8235,0.0036,0.84
36,316.42,15.0,Anual,Pago Manual,8.5519,15.0,20.7,0,0.2941,0.6175,0.3
105,237.92,1.0,Anual,Débito Automático,2.2445,1.0,73.2,1,0.8739,0.4539,0.02
21,323.87,31.0,Bianual,Tarjeta de Crédito,14.7214,31.0,5.4,1,0.1681,0.6331,0.62
92,43.17,48.0,Mensual,Tarjeta de Crédito,0.4642,72.0,50.0,0,0.7647,0.0481,0.96
22,453.35,14.0,Bianual,Pago Manual,19.7109,14.0,11.2,1,0.1765,0.9029,0.28
23,259.28,15.0,Mensual,Tarjeta de Crédito,11.21,22.5,11.6,0,0.1849,0.4984,0.3
8,216.57,3.0,Mensual,Pago Manual,24.0633,4.5,4.7,1,0.0588,0.4094,0.06
89,259.28,39.0,Anual,Pago Manual,0.9436,39.0,50.6,0,0.7395,0.4984,0.78
101,194.93,7.0,Anual,Pago Manual,1.9111,7.0,68.6,0,0.8403,0.3643,0.14
49,188.18,35.0,Mensual,Débito Automático,3.7636,52.5,23.8,1,0.4034,0.3503,0.7
43,128.42,38.0,Mensual,Tarjeta de Crédito,2.9186,57.0,18.7,0,0.3529,0.2257,0.76
100,450.95,40.0,Mensual,Débito Automático,4.4649,60.0,58.0,1,0.8319,0.8979,0.8
1,22.65,25.0,Anual,Débito Automático,11.325,25.0,-6.8,1,0.0,0.0053,0.5
21,441.18,12.0,Anual,Débito Automático,20.0536,12.0,11.1,0,0.1681,0.8775,0.24
99,121.77,1.0,Anual,Tarjeta de Crédito,1.2177,1.0,69.0,0,0.8235,0.2119,0.02
64,138.36,31.0,Anual,Débito Automático,2.1286,31.0,35.5,0,0.5294,0.2465,0.62
29,114.92,8.0,Bianual,Pago Manual,3.8307,8.0,17.9,0,0.2353,0.1976,0.16
87,62.73,33.0,Mensual,Débito Automático,0.7128,49.5,51.0,0,0.7227,0.0888,0.66
47,73.98,4.0,Mensual,Tarjeta de Crédito,1.5412,6.0,31.7,1,0.3866,0.1123,0.08
114,107.43,8.0,Mensual,Pago Manual,0.9342,12.0,77.4,1,0.9496,0.182,0.16
30,146.82,7.0,Anual,Tarjeta de Crédito,4.7361,7.0,18.9,1,0.2437,0.2641,0.14
49,64.93,25.0,Mensual,Tarjeta de Crédito,1.2986,27.0,28.9,1,0.4034,0.0934,0.5
57,86.14,49.0,Anual,Tarjeta de Crédito,1.4852,49.0,25.2,0,0.4706,0.1376,0.98
18,320.55,16.0,Mensual,Pago Manual,16.8711,24.0,7.8,0,0.1429,0.6261,0.32
85,334.39,46.0,Mensual,Pago Manual,3.8883,69.0,45.7,1,0.7059,0.655,0.92
40,240.87,38.0,Mensual,Pago Manual,5.8749,57.0,16.6,1,0.3277,0.4601,0.76
14,403.71,7.0,Mensual,Pago Manual,26.914,10.5,7.7,1,0.1092,0.7994,0.14
75,360.37,29.0,Bianual,Débito Automático,4.7417,29.0,43.8,0,0.6218,0.7091,0.58
99,131.88,15.0,Anual,Pago Manual,1.3188,15.0,64.8,0,0.8235,0.2329,0.3
68,329.19,22.0,Mensual,Tarjeta de Crédito,4.7709,33.0,41.0,1,0.563,0.6441,0.44
34,481.65,1.0,Mensual,Tarjeta de Crédito,13.7614,1.5,23.5,1,0.2773,0.9619,0.02
53,70.07,29.0,Anual,Débito Automático,1.2976,29.0,28.4,0,0.437,0.1041,0.58
49,249.37,48.0,Mensual,Tarjeta de Crédito,4.9874,72.0,19.9,0,0.4034,0.4778,0.96
20,167.47,25.0,Mensual,Débito Automático,7.9748,6.0,12.8,1,0.1597,0.3071,0.5
19,405.87,3.0,Mensual,Pago Manual,20.2935,4.5,12.4,0,0.1513,0.8039,0.06
80,299.98,24.0,Anual,Tarjeta de Crédito,3.7035,24.0,48.8,0,0.6639,0.5833,0.48
4,409.6,18.0,Anual,Pago Manual,81.92,18.0,-2.6,0,0.0252,0.8117,0.36
65,426.07,9.0,Anual,Tarjeta de Crédito,6.4556,9.0,42.8,1,0.5378,0.846,0.18
97,47.09,30.0,Mensual,Tarjeta de Crédito,0.4805,45.0,58.9,0,0.8067,0.0562,0.6
112,372.58,34.0,Mensual,Tarjeta de Crédito,3.2972,51.0,68.2,1,0.9328,0.7346,0.68
14,207.73,14.0,Bianual,Débito Automático,13.8487,14.0,5.6,1,0.1092,0.391,0.28
99,315.3,4.0,Mensual,Pago Manual,3.153,6.0,68.1,0,0.8235,0.6152,0.08
8,130.8,5.0,Anual,Débito Automático,14.5333,5.0,4.1,1,0.0588,0.2307,0.1
103,111.95,11.0,Mensual,Tarjeta de Crédito,1.0764,16.5,68.8,0,0.8571,0.1914,0.22
27,175.6,25.0,Anual,Débito Automático,6.2714,46.0,5.1,0,0.2185,0.3241,0.5
8,228.15,24.0,Bianual,Tarjeta de Crédito,25.35,24.0,-1.6,1,0.0588,0.4336,0.48
113,260.98,35.0,Mensual,Tarjeta de Crédito,2.2893,52.5,68.6,1,0.9412,0.502,0.7
72,314.55,1.0,Anual,Tarjeta de Crédito,4.3089,1.0,50.1,1,0.5966,0.6136,0.02
62,259.28,42.0,Mensual,Débito Automático,7.627,63.0,30.8,1,0.5126,0.4984,0.84
41,264.7,9.0,Anual,Tarjeta de Crédito,6.3024,9.0,26.0,1,0.3361,0.5097,0.18
118,447.07,46.0,Mensual,Tarjeta de Crédito,3.7569,69.0,68.8,1,0.9832,0.8898,0.92
100,281.0,12.0,Mensual,Débito Automático,2.7822,18.0,66.4,0,0.8319,0.5437,0.24
1,227.21,6.0,Mensual,Pago Manual,113.605,9.0,-1.1,1,0.0,0.4316,0.12
66,259.28,26.0,Mensual,Tarjeta de Crédito,5.131,39.0,38.4,0,0.5462,0.4984,0.52
41,356.61,25.0,Mensual,Tarjeta de Crédito,8.4907,37.5,21.2,1,0.3361,0.7013,0.5
90,178.73,5.0,Anual,Pago Manual,1.9641,5.0,61.5,0,0.7479,0.3306,0.1
19,390.47,32.0,Anual,Tarjeta de Crédito,19.5235,32.0,3.7,1,0.1513,0.7718,0.64
56,36.19,37.0,Bianual,Débito Automático,0.6349,37.0,28.1,1,0.4622,0.0335,0.74
66,310.28,4.0,Anual,Pago Manual,4.631,4.0,45.0,0,0.5462,0.6047,0.08
52,300.5,25.0,Bianual,Débito Automático,5.6698,25.0,28.9,1,0.4286,0.5843,0.5
62,49.38,29.0,Bianual,Pago Manual,0.7838,29.0,34.7,1,0.5126,0.061,0.58
90,425.59,22.0,Anual,Débito Automático,4.6768,22.0,56.4,0,0.7479,0.845,0.44
9,35.78,11.0,Anual,Débito Automático,3.578,11.0,3.0,1,0.0672,0.0327,0.22
57,259.28,23.0,Mensual,Tarjeta de Crédito,5.2503,34.5,33.0,0,0.4706,0.4984,0.46
12,226.15,1.0,Anual,Pago Manual,17.3962,1.0,8.1,0,0.0924,0.4294,0.02
88,139.02,26.0,Anual,Débito Automático,1.562,26.0,53.8,0,0.7311,0.2478,0.52
59,295.35,33.0,Bianual,Débito Automático,4.9225,33.0,31.4,0,0.4874,0.5736,0.66
18,217.93,26.0,Bianual,Tarjeta de Crédito,11.47,26.0,4.8,1,0.1429,0.4123,0.52
98,38.94,40.0,Mensual,Débito Automático,0.3933,60.0,56.6,0,0.8151,0.0393,0.8
30,101.0,0.0,Anual,Débito Automático,3.2581,0.0,21.0,1,0.2437,0.1686,0.0
73,283.91,2.0,Mensual,Tarjeta de Crédito,3.8366,3.0,50.5,0,0.605,0.5498,0.04
25,225.04,5.0,Bianual,Débito Automático,8.6554,5.0,16.0,0,0.2017,0.4271,0.1
34,193.45,10.0,Anual,Pago Manual,5.5271,10.0,20.8,1,0.2773,0.3613,0.2
52,70.78,25.0,Anual,Pago Manual,1.3355,40.0,24.4,0,0.4286,0.1056,0.5
17,32.38,25.0,Bianual,Tarjeta de Crédito,1.7989,3.0,11.0,0,0.1345,0.0256,0.5
79,169.88,7.0,Mensual,Pago Manual,2.1235,10.5,53.2,0,0.6555,0.3121,0.14
91,162.72,14.0,Bianual,Pago Manual,1.7687,14.0,59.5,0,0.7563,0.2972,0.28
1,310.9,48.0,Anual,Pago Manual,155.45,48.0,-13.7,1,0.0,0.606,0.96
87,51.79,23.0,Mensual,Pago Manual,0.5885,34.5,54.0,0,0.7227,0.066,0.46
111,177.54,30.0,Mensual,Tarjeta de Crédito,1.5852,45.0,68.7,1,0.9244,0.3281,0.6
35,227.93,19.0,Bianual,Débito Automático,6.3314,19.0,18.8,1,0.2857,0.4331,0.38
108,445.2,42.0,Bianual,Tarjeta de Crédito,4.0844,42.0,63.0,0,0.8992,0.8859,0.84
66,448.09,8.0,Mensual,Pago Manual,6.6879,12.0,43.8,0,0.5462,0.8919,0.16
111,21.95,9.0,Bianual,Pago Manual,0.196,9.0,75.0,0,0.9244,0.0039,0.18
14,27.12,8.0,Mensual,Tarjeta de Crédito,1.808,12.0,7.4,1,0.1092,0.0146,0.16
34,370.17,22.0,Anual,Pago Manual,10.5763,22.0,17.2,0,0.2773,0.7295,0.44
118,184.64,27.0,Mensual,Tarjeta de Crédito,1.5516,40.5,74.5,0,0.9832,0.3429,0.54
22,418.84,12.0,Mensual,Tarjeta de Crédito,18.2104,18.0,11.8,0,0.1765,0.831,0.24
4,365.27,18.0,Anual,Tarjeta de Crédito,73.054,18.0,-2.6,0,0.0252,0.7193,0.36
69,257.22,1.0,Mensual,Pago Manual,3.6746,1.5,48.0,0,0.5714,0.4942,0.02
59,373.42,31.0,Mensual,Tarjeta de Crédito,6.2237,46.5,32.0,1,0.4874,0.7363,0.62
95,133.74,3.0,Anual,Débito Automático,1.3931,3.0,65.6,0,0.7899,0.2368,0.06
72,226.1,19.0,Mensual,Débito Automático,3.0973,28.5,44.7,0,0.5966,0.4293,0.38
117,233.39,13.0,Mensual,Pago Manual,1.9779,19.5,78.0,0,0.9748,0.4445,0.26
111,167.49,36.0,Anual,Pago Manual,1.4954,36.0,66.9,0,0.9244,0.3072,0.72
52,337.31,16.0,Anual,Pago Manual,6.3643,16.0,31.6,1,0.4286,0.6611,0.32
14,102.94,29.0,Bianual,Tarjeta de Crédito,6.8627,29.0,1.1,1,0.1092,0.1726,0.58
56,43.77,3.0,Mensual,Débito Automático,0.7679,4.5,38.3,1,0.4622,0.0493,0.06
101,371.92,25.0,Anual,Pago Manual,3.6463,25.0,63.2,0,0.8403,0.7332,0.5
114,466.35,19.0,Bianual,Débito Automático,4.0552,19.0,74.1,0,0.9496,0.93,0.38
61,177.09,45.0,Mensual,Débito Automático,2.8563,67.5,29.2,0,0.5042,0.3272,0.9
50,53.82,14.0,Anual,Débito Automático,1.0553,14.0,30.8,0,0.4118,0.0703,0.28
107,154.31,16.0,Mensual,Tarjeta de Crédito,1.4288,24.0,70.1,0,0.8908,0.2797,0.32
97,259.28,50.0,Bianual,Pago Manual,2.9256,50.0,52.9,1,0.8067,0.4984,1.0
42,276.93,25.0,Mensual,Pago Manual,6.4402,37.5,21.9,1,0.3445,0.5352,0.5
72,23.64,20.0,Anual,Débito Automático,0.3238,20.0,44.4,1,0.5966,0.0074,0.4
61,283.15,5.0,Anual,Pago Manual,4.5669,5.0,41.2,1,0.5042,0.5482,0.1
99,241.04,46.0,Mensual,Pago Manual,2.4104,69.0,55.5,1,0.8235,0.4604,0.92
42,374.67,22.0,Mensual,Débito Automático,8.7133,33.0,22.8,0,0.3445,0.7389,0.44
27,66.4,3.0,Anual,Pago Manual,2.3714,3.0,18.0,1,0.2185,0.0965,0.06
27,482.35,9.0,Mensual,Pago Manual,17.2268,13.5,16.2,0,0.2185,0.9633,0.18
72,243.24,18.0,Anual,Débito Automático,3.3321,18.0,45.0,0,0.5966,0.465,0.36
98,421.23,48.0,Anual,Pago Manual,4.2548,48.0,54.2,1,0.8151,0.8359,0.96
48,393.86,48.0,Bianual,Pago Manual,8.038,48.0,19.2,1,0.395,0.7789,0.96
48,107.8,35.0,Mensual,Débito Automático,2.2,35.0,23.1,0,0.395,0.1828,0.7
110,105.32,5.0,Anual,Pago Manual,0.9488,5.0,75.5,1,0.916,0.1776,0.1
41,451.82,5.0,Anual,Débito Automático,10.7576,5.0,27.2,1,0.3361,0.8997,0.1
70,242.58,32.0,Anual,Débito Automático,3.4166,32.0,39.4,1,0.5798,0.4636,0.64
101,356.43,17.0,Mensual,Tarjeta de Crédito,3.4944,25.5,65.6,0,0.8403,0.7009,0.34
79,187.88,13.0,Anual,Débito Automático,2.3485,13.0,51.4,0,0.6555,0.3497,0.26
116,110.06,36.0,Mensual,Pago Manual,0.9407,54.0,70.4,1,0.9664,0.1875,0.72
96,176.26,26.0,Bianual,Débito Automático,1.8171,26.0,59.4,1,0.7983,0.3254,0.52
51,406.27,3.0,Mensual,Débito Automático,7.8129,4.5,34.8,1,0.4202,0.8048,0.06
64,139.03,12.0,Mensual,Pago Manual,2.1389,18.0,41.2,1,0.5294,0.2478,0.24
101,136.68,9.0,Mensual,Débito Automático,1.34,13.5,68.0,0,0.8403,0.243,0.18
91,208.45,25.0,Anual,Tarjeta de Crédito,2.2658,25.0,56.2,0,0.7563,0.3925,0.5
45,151.7,40.0,Bianual,Débito Automático,3.2978,40.0,19.5,1,0.3697,0.2743,0.8
46,390.66,7.0,Anual,Tarjeta de Crédito,8.3119,7.0,30.1,1,0.3782,0.7722,0.14
46,159.32,41.0,Mensual,Pago Manual,3.3898,61.5,19.9,0,0.3782,0.2901,0.82
31,243.33,5.0,Mensual,Tarjeta de Crédito,7.6041,7.5,20.2,0,0.2521,0.4652,0.1
101,394.11,39.0,Bianual,Tarjeta de Crédito,3.8638,39.0,59.0,0,0.8403,0.7794,0.78
74,65.41,46.0,Bianual,Pago Manual,0.8721,46.0,38.0,1,0.6134,0.0944,0.92
24,127.37,3.0,Bianual,Débito Automático,5.0948,3.0,15.9,0,0.1933,0.2235,0.06
22,303.14,3.0,Anual,Débito Automático,13.18,3.0,14.5,1,0.1765,0.5899,0.06
65,329.3,44.0,Bianual,Tarjeta de Crédito,4.9894,44.0,32.3,0,0.5378,0.6444,0.88
63,328.41,43.0,Bianual,Débito Automático,5.1314,43.0,31.2,0,0.521,0.6425,0.86
24,52.39,27.0,Bianual,Tarjeta de Crédito,2.0956,27.0,8.7,1,0.1933,0.0673,0.54
75,277.81,15.0,Anual,Débito Automático,3.6554,15.0,48.0,1,0.6218,0.5371,0.3
30,440.5,17.0,Bianual,Débito Automático,14.2097,17.0,15.9,1,0.2437,0.8761,0.34
119,162.53,25.0,Bianual,Tarjeta de Crédito,1.3544,7.0,81.2,1,0.9916,0.2968,0.5
33,128.28,28.0,Anual,Pago Manual,3.7729,28.0,14.7,0,0.2689,0.2254,0.56
63,309.37,1.0,Mensual,Débito Automático,4.8339,1.5,43.8,1,0.521,0.6028,0.02
6,186.31,36.0,Bianual,Débito Automático,26.6157,36.0,-6.6,1,0.042,0.3464,0.72
110,305.25,21.0,Mensual,Pago Manual,2.75,31.5,70.7,0,0.916,0.5942,0.42
73,196.4,20.0,Bianual,Pago Manual,2.6541,20.0,45.1,1,0.605,0.3674,0.4
57,170.19,39.0,Mensual,Débito Automático,2.9343,58.5,28.2,0,0.4706,0.3128,0.78
84,297.83,49.0,Anual,Pago Manual,3.5039,49.0,44.1,1,0.6975,0.5788,0.98
101,259.28,33.0,Bianual,Pago Manual,4.0281,33.0,60.8,0,0.8403,0.4984,0.66
4,65.33,27.0,Mensual,Pago Manual,13.066,40.5,-5.3,0,0.0252,0.0943,0.54
109,339.96,10.0,Mensual,Tarjeta de Crédito,3.0905,15.0,73.3,1,0.9076,0.6666,0.2
98,41.9,38.0,Bianual,Débito Automático,0.4232,38.0,57.2,0,0.8151,0.0454,0.76
117,49.78,25.0,Anual,Débito Automático,0.4219,34.0,71.7,0,0.9748,0.0619,0.5
33,44.75,1.0,Anual,Pago Manual,1.3162,1.0,22.8,1,0.2689,0.0514,0.02
30,126.41,40.0,Anual,Pago Manual,4.0777,40.0,9.0,0,0.2437,0.2215,0.8
72,165.35,31.0,Anual,Débito Automático,2.2651,31.0,41.1,0,0.5966,0.3027,0.62
8,109.88,31.0,Bianual,Débito Automático,12.2089,31.0,-3.7,1,0.0588,0.1871,0.62
37,452.19,19.0,Bianual,Tarjeta de Crédito,11.8997,19.0,20.2,1,0.3025,0.9005,0.38
50,59.31,27.0,Bianual,Tarjeta de Crédito,1.1629,27.0,26.9,1,0.4118,0.0817,0.54
69,267.64,5.0,Bianual,Tarjeta de Crédito,3.8234,5.0,46.8,1,0.5714,0.5159,0.1
62,267.29,47.0,Mensual,Pago Manual,4.2427,70.5,29.3,0,0.5126,0.5151,0.94
85,326.95,25.0,Anual,Tarjeta de Crédito,3.8017,42.0,46.9,1,0.7059,0.6395,0.5
76,27.03,7.0,Mensual,Tarjeta de Crédito,0.351,10.5,51.1,0,0.6303,0.0144,0.14
81,284.5,11.0,Anual,Débito Automático,3.4695,11.0,53.4,0,0.6723,0.551,0.22
111,150.6,25.0,Mensual,Débito Automático,1.3446,66.0,64.5,1,0.9244,0.272,0.5
97,486.3,31.0,Anual,Tarjeta de Crédito,4.9622,31.0,58.6,1,0.8067,0.9716,0.62
96,357.64,48.0,Bianual,Pago Manual,3.687,48.0,52.8,1,0.7983,0.7034,0.96
88,106.21,11.0,Anual,Débito Automático,1.1934,11.0,58.3,1,0.7311,0.1795,0.22
50,413.43,12.0,Mensual,Pago Manual,8.1065,18.0,31.4,1,0.4118,0.8197,0.24
4,492.07,23.0,Mensual,Débito Automático,98.414,34.5,-4.1,1,0.0252,0.9836,0.46
55,124.68,39.0,Mensual,Débito Automático,2.2264,58.5,26.8,1,0.4538,0.2179,0.78
38,87.04,24.0,Anual,Débito Automático,2.2318,24.0,19.4,0,0.3109,0.1395,0.48
100,321.01,32.0,Anual,Tarjeta de Crédito,3.1783,32.0,60.4,1,0.8319,0.6271,0.64
80,110.63,48.0,Anual,Débito Automático,1.3658,48.0,41.6,0,0.6639,0.1887,0.96
17,105.39,41.0,Mensual,Pago Manual,5.855,61.5,-0.4,0,0.1345,0.1777,0.82
42,308.7,26.0,Anual,Pago Manual,7.1791,26.0,21.6,1,0.3445,0.6014,0.52
3,28.1,20.0,Anual,Débito Automático,7.025,20.0,-3.9,0,0.0168,0.0167,0.4
54,22.07,2.0,Mensual,Débito Automático,0.4013,2.0,37.2,1,0.4454,0.0041,0.04
57,186.18,32.0,Anual,Débito Automático,3.21,32.0,30.3,1,0.4706,0.3461,0.64
11,188.77,40.0,Mensual,Débito Automático,15.7308,60.0,-4.3,1,0.084,0.3515,0.8
74,203.19,49.0,Anual,Tarjeta de Crédito,2.7092,49.0,37.1,1,0.6134,0.3816,0.98
55,482.28,20.0,Mensual,Débito Automático,8.6121,30.0,32.5,0,0.4538,0.9632,0.4
37,26.0,12.0,Anual,Débito Automático,0.6842,12.0,22.3,0,0.3025,0.0123,0.24
15,140.34,49.0,Anual,Pago Manual,8.7712,49.0,-4.2,0,0.1176,0.2506,0.98
109,338.96,5.0,Anual,Débito Automático,3.0815,5.0,74.8,0,0.9076,0.6645,0.1
46,382.32,36.0,Anual,Tarjeta de Crédito,8.1345,36.0,21.4,0,0.3782,0.7549,0.72
58,142.59,44.0,Mensual,Pago Manual,2.4168,66.0,27.4,1,0.479,0.2553,0.88
119,333.08,10.0,Bianual,Débito Automático,2.7757,10.0,80.3,1,0.9916,0.6522,0.2
33,89.82,21.0,Anual,Pago Manual,2.6418,21.0,16.8,1,0.2689,0.1453,0.42
11,64.79,44.0,Bianual,Débito Automático,5.3992,44.0,-5.5,1,0.084,0.0931,0.88
19,441.44,17.0,Bianual,Tarjeta de Crédito,22.072,17.0,8.2,1,0.1513,0.8781,0.34
77,116.77,18.0,Anual,Pago Manual,1.4971,18.0,48.5,0,0.6387,0.2015,0.36
16,428.0,44.0,Anual,Débito Automático,25.1765,44.0,-2.0,0,0.1261,0.8501,0.88
103,334.8,37.0,Anual,Tarjeta de Crédito,3.2192,37.0,61.0,1,0.8571,0.6558,0.74
90,223.47,47.0,Anual,Tarjeta de Crédito,2.4557,47.0,48.9,1,0.7479,0.4238,0.94
94,139.9,26.0,Mensual,Débito Automático,1.4726,39.0,58.0,1,0.7815,0.2497,0.52
62,259.28,25.0,Mensual,Tarjeta de Crédito,5.8963,37.5,35.9,1,0.5126,0.4984,0.5
90,420.15,14.0,Bianual,Débito Automático,4.617,14.0,58.8,0,0.7479,0.8337,0.28
87,374.05,19.0,Mensual,Pago Manual,4.2506,28.5,55.2,0,0.7227,0.7376,0.38
46,138.07,23.0,Mensual,Débito Automático,2.9377,34.5,25.3,1,0.3782,0.2458,0.46
120,34.9,15.0,Anual,Pago Manual,0.2884,15.0,79.5,1,1.0,0.0308,0.3
65,293.28,36.0,Mensual,Débito Automático,4.4436,54.0,34.7,0,0.5378,0.5693,0.72
68,351.94,23.0,Mensual,Tarjeta de Crédito,5.1006,34.5,40.7,0,0.563,0.6915,0.46
29,222.38,30.0,Anual,Tarjeta de Crédito,7.4127,30.0,11.3,1,0.2353,0.4215,0.6
55,224.66,38.0,Bianual,Pago Manual,4.0118,38.0,27.1,1,0.4538,0.4263,0.76
86,463.62,8.0,Anual,Tarjeta de Crédito,5.329,8.0,57.8,0,0.7143,0.9243,0.16
34,48.29,41.0,Mensual,Pago Manual,1.3797,61.5,11.5,1,0.2773,0.0587,0.82
52,141.11,30.0,Mensual,Pago Manual,2.6625,45.0,27.4,1,0.4286,0.2522,0.6
70,281.56,48.0,Bianual,Pago Manual,3.9656,48.0,34.6,1,0.5798,0.5449,0.96
34,259.28,31.0,Bianual,Débito Automático,9.2286,31.0,14.5,1,0.2773,0.4984,0.62
86,303.94,12.0,Anual,Débito Automático,3.4936,12.0,56.6,0,0.7143,0.5915,0.24
3,492.6,42.0,Mensual,Débito Automático,123.15,42.0,-10.5,1,0.0168,0.9847,0.84
118,463.76,10.0,Mensual,Débito Automático,3.8971,15.0,79.6,0,0.9832,0.9246,0.2
36,53.79,0.0,Mensual,Débito Automático,1.4538,0.0,25.2,0,0.2941,0.0702,0.0
77,304.96,20.0,Mensual,Tarjeta de Crédito,3.9097,30.0,47.9,0,0.6387,0.5936,0.4
94,496.72,27.0,Bianual,Tarjeta de Crédito,5.2286,27.0,57.7,0,0.7815,0.9933,0.54
97,438.33,5.0,Mensual,Débito Automático,4.4728,7.5,66.4,1,0.8067,0.8716,0.1
104,217.62,22.0,Anual,Tarjeta de Crédito,2.0726,22.0,66.2,1,0.8655,0.4116,0.44
94,22.53,21.0,Anual,Pago Manual,0.2372,21.0,59.5,0,0.7815,0.0051,0.42
4,298.55,16.0,Mensual,Pago Manual,59.71,24.0,-2.0,1,0.0252,0.5803,0.32
56,450.27,46.0,Mensual,Débito Automático,7.8995,69.0,25.4,1,0.4622,0.8965,0.92
21,332.83,31.0,Mensual,Débito Automático,15.1286,46.5,5.4,0,0.1681,0.6517,0.62
59,266.06,44.0,Anual,Tarjeta de Crédito,4.4343,44.0,28.1,1,0.4874,0.5126,0.88
115,384.99,27.0,Mensual,Débito Automático,3.3189,40.5,72.4,1,0.958,0.7604,0.54
108,251.17,31.0,Mensual,Tarjeta de Crédito,2.3043,46.5,66.3,0,0.8992,0.4815,0.62
48,53.6,40.0,Mensual,Pago Manual,1.0939,60.0,21.6,1,0.395,0.0698,0.8
56,364.82,3.0,Anual,Tarjeta de Crédito,6.4004,3.0,38.3,0,0.4622,0.7184,0.06
41,102.44,39.0,Mensual,Tarjeta de Crédito,2.439,58.5,17.0,0,0.3361,0.1716,0.78
47,359.32,29.0,Bianual,Débito Automático,7.4858,29.0,24.2,1,0.3866,0.7069,0.58
62,497.96,25.0,Mensual,Tarjeta de Crédito,7.9041,25.5,38.3,1,0.5126,0.9959,0.5
